,Qid,label,topic,probability,Modularity Class
4739658,Q465280,Chen_Chu,-1,-1,9
94824,Q485426,"Holmes_County,_Mississippi",-1,-1,9
1050240,Q6150602,Jana_Wendt,-1,-1,0
52576378,Q28004058,Geoff_Collins_(American_football),-1,-1,2
18445784,Q11725565,Jerzy_Tomaszewski_(photographer),-1,-1,6
34434172,Q494717,Exo_(band),-1,-1,11
52849414,Q28445676,2019_Africa_Cup_of_Nations_qualification_Group_D,-1,-1,11
28745198,Q6758446,Marcus_Sherels,-1,-1,2
40798196,Q16246593,Ambareesha,-1,-1,3
31661086,Q897000,Bradley_Beal,-1,-1,1
14723706,Q6744573,"Malpais,_Costa_Rica",-1,-1,9
48727034,Q21662922,Judith_Gough,-1,-1,11
51513196,Q27889261,UCLA_Bruins_football_statistical_leaders,-1,-1,2
2102404,Q464373,Daniele_Bracciali,-1,-1,3
33712654,Q921060,Gary_Gardner,-1,-1,11
129246,Q212775,The_Last_Emperor,-1,-1,12
13168320,Q1368086,Active_SETI,-1,-1,8
47987668,Q21101724,Quinton_Dunbar,-1,-1,2
4115402,Q3409727,List_of_extinct_languages_of_Africa,-1,-1,6
9412520,Q947476,P._A._Parenteau,-1,-1,9
49581548,Q23007898,Samuel_Kalu,-1,-1,11
31651186,Q6577307,List_of_MLS_Cup_finals,-1,-1,11
1311332,Q2707044,Christopher_Dawson,-1,-1,5
21031780,Q2066647,Hana_Pestle,-1,-1,0
3749536,Q2505535,Bishop_and_knight_checkmate,-1,-1,6
25963596,Q5297116,Doomsday_Defense,-1,-1,2
26289572,Q7436464,Scott_Hanson,-1,-1,2
3057806,Q2707053,Observations_and_explorations_of_Venus,-1,-1,8
2942414,Q880665,Bad_Timing,-1,-1,12
1212508,Q333490,Eswatini_national_football_team,-1,-1,11
45486652,Q19560313,Dani_Olmo,-1,-1,11
6954044,Q4934125,Bob_Sutton_(American_football),-1,-1,2
10801132,Q5478167,Fran_McCaffery,-1,-1,1
3585908,Q5214385,Dan_Shulman,-1,-1,2
809866,Q945548,Jordan?Hare_Stadium,-1,-1,2
22090652,Q166871,Kemba_Walker,-1,-1,3
5352498,Q7518777,Simon_Francis_(footballer),-1,-1,11
1828580,Q6788860,Matt_Jones_(wide_receiver),-1,-1,2
40556040,Q2981930,Agrarian_socialism,-1,-1,5
11896654,Q6651990,Little_Soldiers,-1,-1,3
38468389,Q4620127,2010?13_Big_12_Conference_realignment,-1,-1,2
11309143,Q2517334,Vernon_Dahmer,-1,-1,9
37644557,Q6571007,List_of_Florida_State_Seminoles_football_seasons,-1,-1,2
7404943,Q317820,Jamie_Murray,-1,-1,3
38471775,Q8026409,Winter_storm_naming_in_the_United_States,-1,-1,9
42541713,Q16739933,Sheppard_(band),-1,-1,0
55802175,Q48797819,Seismic_Experiment_for_Interior_Structure,-1,-1,8
37405155,Q15735939,Chris_Matthews_(gridiron_football),-1,-1,2
10626861,Q2108857,Presidential_Records_Act,-1,-1,2
45104275,Q18808532,Roger_Assal?,-1,-1,6
387617,Q7209346,"Poletown_East,_Detroit",-1,-1,8
1353601,Q60805,Rinat_Akhmetov,-1,-1,6
3477983,Q2383057,T_formation,-1,-1,2
245653,Q1683042,Jasper_Maskelyne,-1,-1,10
18471381,Q6937467,Murattu_Kaalai_(1980_film),-1,-1,3
3718049,Q4934754,Bobby_Beathard,-1,-1,2
59196867,Q59297274,23rd_Satellite_Awards,-1,-1,9
1222841,Q499287,Turks_and_Caicos_Islands_national_football_team,-1,-1,11
1380601,Q2424447,Allen_Jenkins,-1,-1,3
58059365,Q56042822,2019_United_States_FIBA_Basketball_World_Cup_team,-1,-1,3
21384781,Q651967,Ognjen_Vranje?,-1,-1,6
128561,Q2146044,"Leith,_North_Dakota",-1,-1,9
41877189,Q12139010,Revival_(Ukraine),-1,-1,6
35329753,Q8021926,Willie_le_Roux,-1,-1,0
412083,Q440885,Jan_Schakowsky,-1,-1,8
39551339,Q16980732,List_of_Nebraska_Cornhuskers_football_seasons,-1,-1,2
42694615,Q16995269,Jack_Conan,-1,-1,0
15616803,Q2964720,Chris_Gimenez,-1,-1,2
40766937,Q7866662,USNS_Pecos_(T-AO-197),-1,-1,6
41829771,Q15361249,Right_Sector,-1,-1,6
2227311,Q2420210,Golden_Age_of_Science_Fiction,-1,-1,3
34808209,Q2498611,Geidi_Primes,-1,-1,0
57888497,Q55639736,Forge_FC,-1,-1,11
39281431,Q16143039,P._T._A._Rahim,-1,-1,7
58527641,Q552830,Type_39_torpedo_boat,-1,-1,6
1339139,Q5496770,Freddie_Mitchell,-1,-1,2
58719,Q11637,Judy_Garland,-1,-1,3
2540701,Q4943476,Boomer_Sooner,-1,-1,2
18682727,Q5019280,Caleb_Porter,-1,-1,11
528711,Q163171,George_C._Homans,-1,-1,5
32694497,Q5085599,"Charlie_Taylor_(footballer,_born_1993)",-1,-1,11
15271155,Q7839616,Trey_Songz_discography,-1,-1,0
59071997,Q58756940,Sebastian_Walukiewicz,-1,-1,11
25651119,Q2901452,The_Lion_King_(franchise),-1,-1,3
54282249,Q48672453,Muramba,-1,-1,3
1623229,Q2966587,Christopher_Gable,-1,-1,3
21810713,Q4892882,Bernard_A._Friedman,-1,-1,3
382367,Q7988133,Western_Mustangs,-1,-1,2
85917,Q665752,Rapier_(missile),-1,-1,6
594257,Q1342653,Walkabout_(film),-1,-1,12
55826797,Q43285578,Lidia_Thorpe,-1,-1,10
87987,Q472166,Secret_Wars,-1,-1,3
2631013,Q3759425,Gene_Keady,-1,-1,1
4564581,Q4604995,2005_USC_vs._Notre_Dame_football_game,-1,-1,2
283905,Q178168,"Mitrovica,_Kosovo",-1,-1,6
8818599,Q5589797,Governorship_of_Mitt_Romney,-1,-1,9
174959,Q76823,Karl_Mannheim,-1,-1,5
26166983,Q887324,Bo_people_(Andaman),-1,-1,7
637869,Q964840,Eric_Abetz,-1,-1,10
1291071,Q295679,Ruth_Hussey,-1,-1,1
28254929,Q6693132,MullenLowe_Lintas_Group,-1,-1,1
4180039,Q5131592,Clemson?South_Carolina_football_brawl,-1,-1,2
101447,Q247305,Mars_2,-1,-1,8
4820121,Q3497549,Records_and_statistics_of_the_Rugby_World_Cup,-1,-1,0
4918773,Q6310674,Mayor_of_Taipei,-1,-1,9
3709241,Q1465599,USS_Stockdale_(DDG-106),-1,-1,6
1908561,Q61082,Karl_August_Wittfogel,-1,-1,5
68513,Q373184,Surface_science,-1,-1,8
2418655,Q2118434,Sebastian_Janikowski,-1,-1,2
284969,Q9275354,Graeme_Gibson,-1,-1,9
316201,Q295964,Jon_Favreau,-1,-1,3
14203025,Q4920048,"Black,_Manafort,_Stone_and_Kelly",-1,-1,9
17099977,Q7931655,Vincent_Asaro,-1,-1,1
17004517,Q6450066,Kwame_Ampadu,-1,-1,11
1433281,Q342246,Dean_Ashton,-1,-1,11
9041429,Q6832149,Michael_Leckrone,-1,-1,2
3527105,Q3441196,Romeo_Muller,-1,-1,3
1501005,Q234897,Mich?le_Morgan,-1,-1,3
606651,Q726655,Mel_Ott,-1,-1,2
30462409,Q5270986,Diamondback_(missile),-1,-1,6
23931937,Q6484150,Illinois?Northwestern_football_rivalry,-1,-1,2
35001917,Q7387719,S._Narayan,-1,-1,3
43567613,Q17984935,List_of_Arizona_Wildcats_head_football_coaches,-1,-1,2
44205977,Q18387748,Kentucky_Wildcats_football_statistical_leaders,-1,-1,2
94763,Q490219,"Perry_County,_Mississippi",-1,-1,9
4112069,Q265778,Adam_Hammill,-1,-1,11
589885,Q257756,Margaret_Hamilton_(actress),-1,-1,3
24587347,Q9020558,Las_Vegas_Invitational_(basketball),-1,-1,3
8666823,Q6603796,List_of_Washington_Huskies_starting_quarterbacks,-1,-1,2
51131969,Q26702689,Shane_Buechele,-1,-1,2
59235055,Q59242661,The_Final_Table,-1,-1,3
8897645,Q651164,Jarawas_(Andaman_Islands),-1,-1,7
39962015,Q17089603,Jon_Favreau_filmography,-1,-1,3
3007157,Q6460957,LaVell_Edwards,-1,-1,2
3485361,Q316733,Paulo_Bento,-1,-1,11
46601029,Q19864728,Cincinnati_Bengals_Radio_Network,-1,-1,2
1332343,Q5115397,Chuck_Cecil,-1,-1,2
39947753,Q15051108,Dilson_Herrera,-1,-1,2
59085421,Q60527763,2018_Melon_Music_Awards,-1,-1,11
57997031,Q56274739,Macedonia_in_the_Junior_Eurovision_Song_Contest_2018,-1,-1,6
2526069,Q6872462,Miracle_at_the_Meadowlands,-1,-1,2
36833601,Q6124556,Jake_Ball_(rugby_player),-1,-1,0
42349531,Q16168218,List_of_awards_and_nominations_received_by_SpongeBob_SquarePants,-1,-1,9
12468495,Q14687518,Halas_Hall,-1,-1,2
38182167,Q4629920,2013_Texas_Tech_Red_Raiders_football_team,-1,-1,2
2710467,Q5171675,Cornerstone_Group,-1,-1,10
26125779,Q20725213,Hair_ice,-1,-1,8
1338249,Q489936,Andamanese,-1,-1,7
59942751,Q15154003,Happy_Face_Entertainment,-1,-1,11
9076741,Q4046340,Bruce_Arians,-1,-1,2
33493095,Q2050710,Paper_Lion_(film),-1,-1,2
55960623,Q47009580,2018_Outback_Bowl,-1,-1,2
18929749,Q3094800,History_of_rugby_union_matches_between_New_Zealand_and_Wales,-1,-1,0
2274079,Q5671351,Harry_Oakes,-1,-1,12
43836811,Q18057255,Ricky_Rainey,-1,-1,3
11323475,Q781420,Paul_Caddis,-1,-1,11
3062551,Q3227320,The_Wizard_of_Oz_(1925_film),-1,-1,3
561893,Q1970825,Type_93_torpedo,-1,-1,6
29760895,Q824938,Cristiano_Biraghi,-1,-1,11
53520853,Q28689990,Anthony_Ponomarenko,-1,-1,6
37566527,Q6119288,Jacob_Soboroff,-1,-1,9
27053677,Q30223601,Layla_Moran,-1,-1,10
577221,Q912835,1971_San_Fernando_earthquake,-1,-1,9
8061401,Q5020799,1996_California_Proposition_218,-1,-1,9
4040589,Q1996348,The_File_on_Thelma_Jordon,-1,-1,3
2951211,Q1139953,INS_Dakar,-1,-1,1
5831955,Q459926,Ilona_Massey,-1,-1,3
126961,Q3072037,"Wallkill,_Orange_County,_New_York",-1,-1,9
1759591,Q949204,Gareth_Thomas_(rugby),-1,-1,0
2281915,Q1423562,List_of_U.S._state_dogs,-1,-1,3
35848647,Q4666196,Abdulrahman_al-Awlaki,-1,-1,5
7816135,Q519678,Jeremain_Lens,-1,-1,11
1353713,Q274386,Shompen_people,-1,-1,7
17860875,Q4602639,2004_Cincinnati_Bengals_season,-1,-1,2
42558145,Q16836329,ATK_(football_club),-1,-1,11
26279999,Q3254814,List_of_Scotland_national_rugby_union_players,-1,-1,0
3019175,Q3354838,Sapphire_(film),-1,-1,3
34527,Q204079,Zodiacal_light,-1,-1,8
47264495,Q15110613,Gonzalo_Escalante,-1,-1,11
14192499,Q865389,SpongeBob_SquarePants_(season_4),-1,-1,9
41189161,Q16974148,Boeing_RC-1,-1,-1,9
376533,Q921680,Clive_Woodward,-1,-1,0
7759007,Q438025,Jack_Cork,-1,-1,11
40189771,Q16556678,Half_of_a_Yellow_Sun_(film),-1,-1,3
38736935,Q7892468,2018_United_States_elections,-1,-1,9
37874745,Q4955019,Bradley_Roby,-1,-1,2
40787427,Q16966715,Peking_Duk,-1,-1,0
35646949,Q4663919,Abbe_Lowell,-1,-1,10
4980155,Q3292215,Border_(1997_film),-1,-1,1
3081377,Q6378508,Katy_High_School,-1,-1,2
23387863,Q2419261,Stanislaw_Drahun,-1,-1,11
20520417,Q303108,Taison,-1,-1,6
3439013,Q351527,Gaetano_Mosca,-1,-1,5
56244479,Q47101126,Tim_Settle,-1,-1,2
102047,Q184540,"De?teapt?-te,_rom?ne!",-1,-1,6
3746837,Q1211898,The_Comancheros_(film),-1,-1,3
49036095,Q22005681,"Chris_Jones_(defensive_tackle,_born_1994)",-1,-1,2
940063,Q3469051,The_X-Files_(season_6),-1,-1,3
1200613,Q1137080,Public_holidays_in_Indonesia,-1,-1,6
55262069,Q30075256,Matty_Willock,-1,-1,6
761777,Q493889,Tijuana_River,-1,-1,9
852203,Q1510461,Local_Government_Act_1972,-1,-1,7
302827,Q374949,Andrew_Peacock,-1,-1,10
44070683,Q18206893,Eric_Kendricks,-1,-1,2
52089381,Q28233175,Vancouver_Showcase,-1,-1,3
31876841,Q6567379,List_of_Clemson_Tigers_football_seasons,-1,-1,2
246749,Q3078422,Henry_Ossian_Flipper,-1,-1,8
33185559,Q4461403,Aleksandr_Torshin,-1,-1,9
51301923,Q26258226,"George_Dobson_(footballer,_born_1997)",-1,-1,11
41295857,Q15379068,List_of_Junior_Eurovision_Song_Contest_winners,-1,-1,6
282243,Q37722,Chinook_(dog),-1,-1,3
7478553,Q5247267,Death_and_culture,-1,-1,10
7952603,Q2629621,History_of_Crimea,-1,-1,6
38680975,Q7892140,2018_United_States_Senate_elections,-1,-1,9
3046491,Q5213276,Oxford_City_F.C.,-1,-1,11
928283,Q4915696,Birch_Wathen_Lenox_School,-1,-1,9
16252505,Q4614905,2009_Texas_Longhorns_football_team,-1,-1,2
40435275,Q15179589,Jerry_Dias,-1,-1,8
374699,Q201833,Half_dollar_(United_States_coin),-1,-1,1
158177,Q47216,Condoleezza_Rice,-1,-1,2
49802917,Q3810979,Judi_West,-1,-1,2
22558831,Q15885502,Special_Forces_of_the_Main_Directorate_of_the_General_Staff_of_the_Russian_Armed_Forces,-1,-1,6
10158611,Q3254813,List_of_Ireland_national_rugby_union_players,-1,-1,0
307273,Q1018787,Repton,-1,-1,4
343209,Q7288281,Ralph_Wilson,-1,-1,2
10674959,Q1977621,Neon_Genesis_Evangelion_(manga),-1,-1,3
57377989,Q52947907,Wales_in_the_Junior_Eurovision_Song_Contest,-1,-1,6
2294647,Q7773705,The_Water_Is_Wide_(book),-1,-1,3
11589575,Q6773188,Mars_landing,-1,-1,8
19068837,Q3416315,Fragment_of_Fear,-1,-1,11
10457303,Q1198812,The_Conformist_(1970_film),-1,-1,12
1762719,Q434584,Wenxiu,-1,-1,12
17721103,Q16203946,Newton_Gang,-1,-1,1
47535423,Q21064219,Steve_Mouni?,-1,-1,11
20410261,Q313955,"Beto_(footballer,_born_1982)",-1,-1,11
24486121,Q5256575,Denali_Fault,-1,-1,9
3488845,Q3181808,John_Inverdale,-1,-1,0
33424909,Q3109397,Ron_Parker,-1,-1,2
50466375,Q26271553,2019_Australian_federal_election,-1,-1,10
57802521,Q55386728,Zach_Norvell_Jr.,-1,-1,1
2532071,Q2063684,Vesta_Tilley,-1,-1,7
7773299,Q6394709,Kersal,-1,-1,7
1497737,Q130064,Theda_Skocpol,-1,-1,5
35461495,Q6937768,Murder_in_the_Fleet,-1,-1,3
35296137,Q1086977,Christopher_Stanley,-1,-1,1
56934107,Q51120365,Kyle_Kashuv,-1,-1,9
2867793,Q373849,Eureka_(1983_film),-1,-1,12
1279105,Q1700517,John_Huarte,-1,-1,2
31211177,Q7338847,Rivian,-1,-1,8
55915751,Q44010983,National_Board_of_Review_Awards_2017,-1,-1,9
21817009,Q5292378,Don_Carey_(cornerback),-1,-1,2
55428537,Q41560004,"Aaron_Connolly_(footballer,_born_2000)",-1,-1,11
28576561,Q73463,Miguel_(singer),-1,-1,0
54539791,Q39070918,Are_You_Experienced?_(novel),-1,-1,12
21663233,Q3270927,Battle_of_Ushant_(1944),-1,-1,6
1265697,Q679184,Lester_Frank_Ward,-1,-1,5
26554437,Q1128745,Hall_Pass,-1,-1,0
9560849,Q14950386,Vince_Workman,-1,-1,2
3257073,Q4645968,94th_Grey_Cup,-1,-1,2
9523485,Q7127886,Pallikoodam_(film),-1,-1,3
57110799,Q51801475,Gehrig_Dieter,-1,-1,2
446705,Q270832,?ge_Hareide,-1,-1,11
18262913,Q522205,William_H._McRaven,-1,-1,1
1966201,Q7144051,Pat_Sullivan_(American_football),-1,-1,2
19836779,Q2367122,Aaron_Maybin,-1,-1,2
1146817,Q1203370,Misato_Katsuragi,-1,-1,3
30890639,Q6579549,Nurul_Sriyankem,-1,-1,11
13911693,Q1198665,The_Secret_Garden_(1949_film),-1,-1,3
5158901,Q605416,Luis_Polonia,-1,-1,2
2101767,Q4858084,Barabati_Stadium,-1,-1,3
185083,Q714789,Huygens_(spacecraft),-1,-1,8
8298365,Q7198409,Pissant,-1,-1,11
13568929,Q3850712,Mashco-Piro,-1,-1,7
4766483,Q284686,National_Velvet_(film),-1,-1,3
51647669,Q26927414,2017_Davis_Cup,-1,-1,3
1324915,Q891991,Venera_14,-1,-1,8
54964923,Q28688301,Sofia_Samodurova,-1,-1,6
2105599,Q800571,Texas_U-turn,-1,-1,1
19286605,Q461746,Marcia_Fudge,-1,-1,8
205007,Q4706020,Alamut_Castle,-1,-1,6
40733545,Q4417246,Heart_of_Darkness_(1993_film),-1,-1,12
6146157,Q488211,Anatoliy_Hrytsenko,-1,-1,6
9662573,Q575550,France_Davis_Cup_team,-1,-1,3
8541193,Q3277735,Carleton_H._Wright,-1,-1,6
452921,Q7494713,Sherbet_(band),-1,-1,0
50010681,Q27448073,Charles_Matthews_(basketball),-1,-1,1
145645,Q1393843,Monty_Woolley,-1,-1,3
25164839,Q10724,Jonathan_Hogg,-1,-1,11
4633879,Q451909,New_York_State_Route_308,-1,-1,9
14922287,Q1431998,Wayampi,-1,-1,7
54332253,Q35487891,Curtis_Tilt,-1,-1,11
503139,Q518935,Wiglaf_of_Mercia,-1,-1,4
27725127,Q6682533,Los_Borrachos_del_Tabl?n,-1,-1,2
25726999,Q1354614,Frank_Ifield,-1,-1,0
30534533,Q4709204,Albanian_Flag_Day,-1,-1,6
2905045,Q5569105,Glenn_Shorrock,-1,-1,0
61071,Q301649,Lady_for_a_Day,-1,-1,3
23026183,Q4579001,1979_vote_of_no_confidence_in_the_Callaghan_ministry,-1,-1,10
1212903,Q934087,William_Castle,-1,-1,3
34285249,Q6877235,Miss_Pacific_Fleet,-1,-1,3
6230715,Q8025174,Winged_football_helmet,-1,-1,2
9780813,Q796398,Ba_Ch?c_massacre,-1,-1,5
43728323,Q18148373,Baylor?Texas_Tech_football_rivalry,-1,-1,2
664635,Q3658753,Carl_Eller,-1,-1,2
37654687,Q2355317,Radical_Party_of_Oleh_Lyashko,-1,-1,6
773937,Q338861,"Kanda,_Tokyo",-1,-1,3
20045745,Q461968,Camilla_Sparv,-1,-1,6
47739793,Q21066633,Bradie_Tennell,-1,-1,6
3480351,Q691472,Keep_the_Faith_(Faith_Evans_album),-1,-1,3
427665,Q94037,Paul_Lazarsfeld,-1,-1,5
23675289,Q1052825,Group_of_Two,-1,-1,9
49007715,Q22095344,Vince_Biegel,-1,-1,2
2406941,Q2864907,Arthel_Neville,-1,-1,2
1226931,Q270181,Gambia_national_football_team,-1,-1,11
48669113,Q22095317,Battle_Line_Rivalry,-1,-1,2
39797845,Q20806396,2017_EAFF_E-1_Football_Championship,-1,-1,11
56467041,Q47528471,Aphiwe_Dyantyi,-1,-1,0
46704149,Q20882346,Junaid_Hussain,-1,-1,5
59183933,Q59306165,Robert_Van_Scoyoc,-1,-1,2
1119057,Q7548186,Snow_Bowl_(1950),-1,-1,2
58971265,Q60648627,Fosse/Verdon,-1,-1,3
14451033,Q3476271,Scott_Milanovich,-1,-1,2
7128691,Q5355221,Electoral_district_of_Caulfield,-1,-1,10
55949315,Q85793812,Poland_in_the_Junior_Eurovision_Song_Contest_2018,-1,-1,6
12767717,Q5932682,Hugh_Sinclair_(actor),-1,-1,3
43686777,Q17661533,Nick_Jennings_(artist),-1,-1,9
59086973,Q296408,ARA_Fournier_(M-5),-1,-1,1
52501013,Q27970572,Ed_Oliver_(American_football),-1,-1,2
58766295,Q57413576,2018_Moscow?Constantinople_schism,-1,-1,6
469343,Q189868,Mandrill,-1,-1,3
59190095,Q60756198,Jeep_Gladiator_(JT),-1,-1,8
10775679,Q6776068,Martin_Luther_King_High_School_(Detroit),-1,-1,2
11431731,Q581770,The_Boob,-1,-1,3
52358197,Q27909430,Kyle_Guy,-1,-1,1
916571,Q1521187,Tide_pool,-1,-1,9
27807699,Q6928524,Mr._Chow,-1,-1,1
849299,Q2321266,Sandbach,-1,-1,7
3585323,Q3898074,Paul_Hackett_(American_football),-1,-1,2
46646029,Q20648385,Tom_Tugendhat,-1,-1,10
1564433,Q11555014,Scheduled_Castes_and_Scheduled_Tribes,-1,-1,7
44354213,Q18437003,Lovelyz,-1,-1,11
17011113,Q2686655,Platt_Fields_Park,-1,-1,7
288121,Q456194,Sid_Luckman,-1,-1,2
1064183,Q3131983,Marianne_Williamson,-1,-1,8
5890287,Q3437326,RocKwiz,-1,-1,0
4196905,Q2225929,The_Masque_of_the_Red_Death_(1964_film),-1,-1,3
79819,Q23099,Greater_Manchester,-1,-1,7
7669199,Q2382563,Acidalia_Planitia,-1,-1,8
5548283,Q461663,Donna_Edwards,-1,-1,8
43963045,Q18142105,Paddy_McNair,-1,-1,11
32400581,Q1151775,2011_Mumbai_bombings,-1,-1,6
325489,Q315372,Gabriel_Tarde,-1,-1,5
34073499,Q6384872,Keith_Patterson,-1,-1,2
331975,Q333480,Oliver_Letwin,-1,-1,10
3442339,Q1790273,New_York_Film_Critics_Circle_Award_for_Best_Actress,-1,-1,9
1087247,Q1541847,The_Mark_of_Zorro_(1940_film),-1,-1,3
2240281,Q2440505,Frank_McAvennie,-1,-1,11
43612027,Q16554916,Ezequiel_Ponce,-1,-1,6
10467789,Q7204070,Pleasant_Valley_High_School_(California),-1,-1,2
51179883,Q26209510,Lo?c_Badiashile,-1,-1,11
3408483,Q6938630,Muriel_Gray,-1,-1,0
1815143,Q2849107,Andy_Farrell,-1,-1,0
20416929,Q2316652,Attribution_of_the_2008_Mumbai_attacks,-1,-1,6
3659833,Q1366485,Keith_Gillespie,-1,-1,11
20972783,Q4613628,2009_Dallas_Cowboys_season,-1,-1,2
26057593,Q3220645,The_Sound_and_the_Fury_(1959_film),-1,-1,3
58794231,Q57584867,Lyle_Wright,-1,-1,3
55213043,Q41251816,Darren_Stewart_(fighter),-1,-1,3
105443,Q2722822,Eielson_Air_Force_Base,-1,-1,9
1306231,Q3809326,John_Henderson_(defensive_tackle),-1,-1,2
19842167,Q6241936,John_Johnson_(footballer),-1,-1,11
44026161,Q16467589,Arb?r_Zeneli,-1,-1,11
45354429,Q19264055,Welcome_to_Leith,-1,-1,9
26084201,Q6204859,Joan_Biskupic,-1,-1,9
1041281,Q943742,Olympic_Studios,-1,-1,12
35279147,Q7614917,Steven_Kitshoff,-1,-1,0
22197403,Q166558,Matt_Besler,-1,-1,11
47350909,Q20744979,Lemar_Durant,-1,-1,2
1353027,Q1279767,Louis_Hayward,-1,-1,3
35307415,Q5370783,Emerging_power,-1,-1,9
57559,Q170430,Predation,-1,-1,10
16925095,Q3161537,Jamie_Joseph,-1,-1,0
20433259,Q7300289,Reactions_to_the_2008_Mumbai_attacks,-1,-1,6
1462013,Q834354,1992_Consensus,-1,-1,9
2622639,Q1754652,Iceman_(1984_film),-1,-1,12
958481,Q2961963,Cheesehead,-1,-1,2
2006361,Q1859510,Mike_Mazurki,-1,-1,6
32755863,Q6141080,James_Paxton_(baseball),-1,-1,2
19428787,Q5349433,Eileen_Pedde,-1,-1,3
43694397,Q18158214,South_Carolina_Gamecocks_football_statistical_leaders,-1,-1,2
10671469,Q1207714,Mephitis_(genus),-1,-1,3
28901539,Q695608,Arnold_Kopelson,-1,-1,9
2088693,Q220791,Floyd_Landis,-1,-1,9
55144351,Q38646391,Alek_Torgersen,-1,-1,2
46215571,Q19675862,The_X-Files_(season_10),-1,-1,3
34908999,Q599740,Tyrone_Crawford,-1,-1,2
40031985,Q8898994,Nicholas_Latifi,-1,-1,6
58000497,Q56064508,Trials_of_Paul_Manafort,-1,-1,9
36429757,Q7011148,Mosaic_Stadium,-1,-1,2
29142733,Q7690052,Taylor_Martinez,-1,-1,2
19521293,Q30007218,Holiday_Sidewinder,-1,-1,0
4153753,Q845051,Sedan_Crater,-1,-1,6
5893673,Q5317877,Dwarakish,-1,-1,3
43669223,Q5940681,"Jos?_Izquierdo_(footballer,_born_1992)",-1,-1,11
29717443,Q3637942,Ben_Mee,-1,-1,11
35139405,Q7639349,Sunday_Brunch,-1,-1,0
57929481,Q56274263,Strength_is_in_Unity_(coalition),-1,-1,4
1606173,Q1277366,Noel_(film),-1,-1,3
11029423,Q3765487,Sharada_Peeth,-1,-1,6
16080301,Q6531003,Leslie_Marshall_(journalist),-1,-1,2
1761649,Q963729,Submarine_canyon,-1,-1,1
3538161,Q372470,Jonathan_de_Guzm?n,-1,-1,11
26021393,Q6137106,List_of_Major_League_Baseball_annual_home_run_leaders,-1,-1,2
17594089,Q2422842,Janowska_concentration_camp,-1,-1,6
28264507,Q5431806,Falcons?Saints_rivalry,-1,-1,2
382889,Q185722,Juan_Carlos_Ferrero,-1,-1,3
49096481,Q2366171,Sunday_(singer),-1,-1,11
136291,Q982045,"Cleveland,_Texas",-1,-1,9
2837237,Q1154540,Later_Jin_(Five_Dynasties),-1,-1,10
51074017,Q25907383,Department_for_Exiting_the_European_Union,-1,-1,10
1915735,Q942914,Terry_Rossio,-1,-1,3
808429,Q497989,Montserrat_national_football_team,-1,-1,11
37461699,Q43939946,Project_Veritas,-1,-1,9
1093875,Q971649,PKN_Orlen,-1,-1,6
1852603,Q5292831,Don_James_(American_football),-1,-1,2
173147,Q5761056,Hilary_Rosen,-1,-1,9
50975197,Q3881058,Offspring_(2009_film),-1,-1,8
40004631,Q4446152,Jin?Song_Wars,-1,-1,10
56363399,Q47493069,Ethan_Slater,-1,-1,9
29887979,Q2846726,Andrew_Sendejo,-1,-1,2
489001,Q2335224,Colony_of_Rhode_Island_and_Providence_Plantations,-1,-1,1
52015,Q193223,Proper_motion,-1,-1,8
5021219,Q1216853,Tragedy_of_a_Ridiculous_Man,-1,-1,12
57257987,Q52714650,Chukwuma_Okorafor,-1,-1,2
20400055,Q5106333,Chris_Cuthbert,-1,-1,2
21657889,Q4036598,Cosmic_Call,-1,-1,8
52850839,Q28446283,2019_Africa_Cup_of_Nations_qualification_Group_H,-1,-1,11
273869,Q76844,Ulrich_Beck,-1,-1,5
55528639,Q11466044,Jo_Hartley,-1,-1,0
45468175,Q19865927,Chris_Conley_(American_football),-1,-1,2
29036369,Q6451367,Kyle_Porter,-1,-1,11
265083,Q685,Solomon_Islands,-1,-1,6
11833049,Q654041,Ari_(footballer),-1,-1,11
1161075,Q1950,Alberto_Tomba,-1,-1,9
5887853,Q7577189,Spike_Dykes,-1,-1,2
15579,Q16000062,Communications_in_Japan,-1,-1,6
1576965,Q5927181,Lanny_Wadkins,-1,-1,3
34810699,Q605854,Visions_(Grimes_album),-1,-1,0
31019133,Q7329540,Richard_Travis_(actor),-1,-1,3
13282759,Q7754094,The_Night_My_Number_Came_Up,-1,-1,3
31597277,Q2895436,Ben_Gibson,-1,-1,11
2830251,Q4717151,Alex_Hawke,-1,-1,10
1886311,Q390127,Gerald_J._Ford_Stadium,-1,-1,2
7617351,Q744955,Harry_Davenport_(actor),-1,-1,3
1182775,Q642876,J._Carrol_Naish,-1,-1,3
316129,Q160640,Raymond_Aron,-1,-1,5
58032965,Q56062879,2018_Texas_Bowl,-1,-1,2
3054621,Q2260801,Al_B._Sure!,-1,-1,11
4416643,Q2709694,J._Gordon_Edwards,-1,-1,12
44241563,Q18356374,Search_for_Malaysia_Airlines_Flight_370,-1,-1,1
46362829,Q19818683,RG_Snyman,-1,-1,0
55269341,Q41788679,Jonathan_Taylor_(American_football),-1,-1,2
43192439,Q18358798,List_of_James_Earl_Jones_performances,-1,-1,3
6855907,Q976215,Margus_Hunt,-1,-1,9
1965169,Q6389113,Kenechi_Udeze,-1,-1,2
13862585,Q5523893,Garrett_Graff,-1,-1,9
25795497,Q6500250,Lauren_Hart,-1,-1,2
